loss_reconstruction,loss_prediction,loss_linearity,loss_contrast,lin_dyn_weight
0.006090281553686305,0.006330579042374768,0.0014633448106603792,8.779766356739329e-06,0.8853780031204224
0.006061407687497043,0.006299112819824318,0.0014672304226470059,2.019184423027243e-05,0.8858886361122131
0.005990839080170955,0.006223528762035891,0.001436701691434806,1.6038347845442965e-05,0.8871382474899292
0.005916040697841638,0.006137774998806517,0.0013295192263356283,1.2575330833470462e-05,0.8884652256965637
0.006001722424643129,0.006238267931777575,0.0014371621074784177,1.2005699328004867e-05,0.8869454860687256
0.006007691821577801,0.006229385830981322,0.0014081928809110984,1.1696519691054834e-05,0.8868414759635925
0.005997871223527529,0.00624891064796427,0.0014172825321240535,1.1548566811413899e-05,0.8870131373405457
0.0058770164155748355,0.006100211439819023,0.001366815294748317,1.1258326145891637e-05,0.8891585469245911
0.005865906064346153,0.006076863936920108,0.0013624105815358719,1.1249559855634932e-05,0.8893557786941528
0.00582201970895957,0.006044338432317924,0.0013500873415154123,1.0998317172035953e-05,0.8901373744010925
0.005839003067733295,0.006060902479956122,0.0013575598815376135,1.0897452163855837e-05,0.889834463596344
0.00581052290879929,0.00602799954626899,0.0013113634257599831,1.0980450365630424e-05,0.8903420567512512
0.005793625314098261,0.006012258685416175,0.0013396251477281146,1.0695503493265347e-05,0.890641450881958
0.005762184363347915,0.005986746783860168,0.0013316395141973333,1.0519017979976922e-05,0.89119952917099
0.005743707225585591,0.005962805416754599,0.0013629843261787023,1.047204439518143e-05,0.8915303945541382
0.005759812186125057,0.005973694250536908,0.0013762479544999252,1.0182201056927661e-05,0.8912439346313477
0.005735740068071489,0.00594985654862253,0.0013047602956480378,1.0081517062576434e-05,0.8916727304458618
0.005723080016053394,0.005943702669919096,0.0013497387519076306,1.0026778041334552e-05,0.8918992877006531
0.005708210672134529,0.005922131954465092,0.0013401319001908676,9.913350953349105e-06,0.8921634554862976
0.005642520751923962,0.005856442908149702,0.0012843729082330183,9.690604621142488e-06,0.8933349251747131
0.00559987016172016,0.005808491775411463,0.0012391477660338417,9.681956460349101e-06,0.8940958976745605
0.005565417029123364,0.0057739859444386355,0.0012604679001605103,9.492889319215064e-06,0.8947095274925232
0.005587019679203989,0.005795910450113044,0.0012805424081336397,9.43134600236068e-06,0.8943259119987488
0.005629315138382503,0.005846099459863301,0.0012786650415959372,9.285316357772046e-06,0.8935685157775879
0.005581021689667539,0.0057980222377836226,0.001256948372538903,9.177777635961353e-06,0.8944342732429504
0.005526705932161763,0.005733425873793642,0.0012371871519294485,9.09119665414927e-06,0.8954043984413147
0.005575226393875344,0.005798654696946569,0.0012890765697498065,9.19669430404318e-06,0.8945397734642029
